Category,Institution,Name,Description,Focus Areas,Contact,Website
Synthetic,Swiss Institute for Mobility Research,Anja Schmid,"Anja Schmid is a prominent expert in the field of mobility at the Swiss Institute for Mobility Research (SIMR) in St. Gallen. Her research focuses on the development of autonomous transportation systems and their integration into existing urban infrastructure. Anja has led several projects on the impact of autonomous vehicles on traffic efficiency and safety, and she is a frequent speaker at international conferences on smart mobility solutions.",Mobility,anja.schmid@simr.ch,https://www.swissinstituteformobilityresearch.ch
Synthetic,"Institute for Mobility Systems, OST",Lukas Müller,"Lukas Müller is a leading expert in Traffic Engineering at the Institute for Mobility Systems, part of the Eastern Switzerland University of Applied Sciences (OST). His research focuses on optimizing urban traffic flow through advanced simulation models and developing sustainable transportation solutions for the St. Gallen region.",Traffic Engineering,lukas.mueller@ost.ch,"https://www.instituteformobilitysystems,ost.ch"
Synthetic,"Traffic Engineering Research Center, OST",Anna Schmid,"Anna Schmid is a renowned expert in Traffic Engineering at the Traffic Engineering Research Center, part of the Eastern Switzerland University of Applied Sciences (OST). Her work primarily involves the integration of intelligent transportation systems to enhance traffic management and safety in urban environments across the St. Gallen region.",Traffic Engineering,anna.schmid@ost.ch,"https://www.trafficengineeringresearchcenter,ost.ch"
Synthetic,"Institute for Smart Urban Infrastructure, Eastern Switzerland University of Applied Sciences (OST)",Lukas Meier,"Lukas Meier is a leading researcher at the Institute for Smart Urban Infrastructure at OST. His work focuses on integrating digital technologies into urban environments to enhance livability, sustainability, and efficiency. He has led multiple projects on intelligent transportation systems, energy-efficient buildings, and data-driven city management solutions in the St. Gallen region.",Smart Cities,lukas.meier@ost.ch,"https://www.instituteforsmarturbaninfrastructure,easternswitzerlanduniversityofappliedsciencesost.ch"
Synthetic,"Institute of Urban Innovation, Eastern Switzerland University of Applied Sciences (OST)",Nina Schmid,"Nina Schmid is a renowned expert in the field of Smart Cities, working at the Institute of Urban Innovation at OST. Her research focuses on the development of sustainable urban mobility solutions and the integration of IoT technologies to optimize city services. Nina has spearheaded several initiatives aimed at reducing urban congestion and improving the quality of life in the St. Gallen region through smart infrastructure and data analytics.",Smart Cities,nina.schmid@ost.ch,"https://www.instituteofurbaninnovation,easternswitzerlanduniversityofappliedsciencesost.ch"
Synthetic,Institute for Semiconductor Technology St. Gallen,Dr. Lukas Müller,"Dr. Lukas Müller is a leading researcher at the Institute for Semiconductor Technology St. Gallen, where he specializes in the development of advanced semiconductor materials and devices. His work focuses on improving the efficiency and scalability of semiconductor manufacturing processes, with applications in electronics and renewable energy technologies.",Semiconductor Technology,lukas.mueller@istg.ch,https://www.instituteforsemiconductortechnologyst.gallen.ch
Synthetic,St. Gallen Institute of Microelectronics,Dr. Anna Schmid,"Dr. Anna Schmid is a renowned expert in semiconductor technology at the St. Gallen Institute of Microelectronics. Her research focuses on the integration of nano-scale semiconductor devices for high-performance computing applications. She is known for her innovative approach in enhancing the energy efficiency and processing power of semiconductor chips, contributing significantly to advancements in modern electronics.",Semiconductor Technology,anna.schmid@sgim.ch,https://www.st.galleninstituteofmicroelectronics.ch
Synthetic,Swiss Sensor Innovation Center,Lukas Meier,"Lukas Meier is a leading expert in sensor technology, focusing on the development of advanced sensor systems for industrial automation and environmental monitoring at the Swiss Sensor Innovation Center in St. Gallen. His work involves integrating micro- and nanoscale sensors into smart systems for real-time data acquisition and analysis.",Sensor Technology,lukas.meier@ssic.ch,https://www.swisssensorinnovationcenter.ch
Synthetic,St. Gallen Institute of Advanced Sensor Research,Clara Huber,"Clara Huber is a distinguished researcher in sensor technology, specializing in the development of novel sensor materials and systems for medical diagnostics and environmental monitoring. At the St. Gallen Institute of Advanced Sensor Research, she leads projects that integrate cutting-edge sensor innovations into healthcare technologies, aiming to improve early disease detection through non-invasive methods.",Sensor Technology,clara.huber@sgasr.ch,https://www.st.galleninstituteofadvancedsensorresearch.ch
Synthetic,Eastern Switzerland University of Applied Sciences (OST),Dr. Lukas Meier,Dr. Lukas Meier is a leading researcher in the field of Photonics at the Department of Micro- and Nanotechnology at OST. His work focuses on the development of advanced photonic devices for telecommunications and quantum computing applications. Dr. Meier has published numerous papers on integrated photonics and is involved in several collaborative projects aimed at enhancing optical communication technologies.,Photonics,lukas.meier@ost.ch,https://www.easternswitzerlanduniversityofappliedsciencesost.ch
Synthetic,"Photonics Research Institute, University of St. Gallen",Prof. Anna Schmid,"Prof. Anna Schmid is a renowned expert in Photonics at the Photonics Research Institute of the University of St. Gallen. Her research focuses on nonlinear optics, nanophotonics, and the development of photonic crystal structures for innovative sensing applications. Prof. Schmid has been instrumental in advancing photonic technologies for biomedical imaging and environmental monitoring, and she actively collaborates with international teams to push the boundaries of light manipulation at the nanoscale.",Photonics,anna.schmid@prisg.ch,"https://www.photonicsresearchinstitute,universityofst.gallen.ch"
